0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.01	0.01	0.03	32	0
0.00	0.02	0.03	32	0
0.00	0.02	0.03	32	0
0.01	0.01	0.02	32	0
0.00	0.01	0.02	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.02	0.03	32	0
0.00	0.02	0.03	32	0
0.00	0.02	0.02	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.03	0.03	32	0
0.00	0.02	0.02	32	0
0.00	0.01	0.01	32	0
0.00	0.02	0.02	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.02	32	0
0.01	0.02	0.03	32	0
0.00	0.02	0.03	32	0
0.00	0.02	0.02	32	0
0.00	0.01	0.02	32	0
0.00	0.01	0.02	32	0
0.00	0.01	0.02	32	0
0.00	0.02	0.02	32	0
0.00	0.01	0.02	32	0
0.00	0.02	0.02	32	0
0.00	0.02	0.02	32	0
0.00	0.02	0.03	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.03	0.03	32	0
0.00	0.02	0.02	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.02	32	0
0.00	0.01	0.02	32	0
0.00	0.01	0.02	32	0
0.00	0.02	0.03	32	0
0.00	0.02	0.02	32	0
0.00	0.01	0.02	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.02	0.03	32	0
0.01	0.01	0.02	32	0
0.00	0.01	0.02	32	0
0.00	0.02	0.03	32	0
0.00	0.01	0.01	32	0
0.00	0.02	0.02	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.02	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.01	64	0
0.01	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.02	0.02	64	0
0.00	0.02	0.02	64	0
0.00	0.02	0.02	64	0
0.00	0.02	0.02	64	0
0.00	0.02	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.02	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.02	0.02	64	0
0.00	0.02	0.03	64	0
0.00	0.02	0.02	64	0
0.00	0.01	0.01	64	0
0.00	0.02	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.02	0.03	64	0
0.00	0.02	0.03	64	0
0.00	0.01	0.02	64	0
0.01	0.02	0.03	64	0
0.00	0.02	0.03	64	0
0.00	0.02	0.03	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.00	0.01	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.02	64	0
0.00	0.02	0.02	64	0
0.00	0.02	0.02	64	0
0.00	0.02	0.02	64	0
0.00	0.02	0.02	64	0
0.00	0.02	0.03	64	0
0.00	0.02	0.02	64	0
0.01	0.01	0.03	64	0
0.00	0.02	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.01	64	0
0.01	0.00	0.01	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.02	0.02	64	0
0.00	0.02	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.02	0.02	64	0
0.00	0.02	0.03	64	0
0.00	0.02	0.03	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.01	0.01	0.02	64	0
0.01	0.01	0.02	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.01	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.03	0.04	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.01	64	0
0.01	0.02	0.03	128	0
0.01	0.02	0.03	128	0
0.01	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.01	0.01	0.03	128	0
0.00	0.02	0.03	128	0
0.01	0.02	0.03	128	0
0.01	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.03	0.03	128	0
0.01	0.02	0.03	128	0
0.00	0.03	0.04	128	0
0.00	0.03	0.04	128	0
0.01	0.02	0.03	128	0
0.01	0.02	0.03	128	0
0.01	0.02	0.03	128	0
0.01	0.02	0.03	128	0
0.00	0.03	0.04	128	0
0.01	0.03	0.04	128	0
0.01	0.05	0.06	128	0
0.01	0.03	0.04	128	0
0.01	0.03	0.04	128	0
0.01	0.02	0.03	128	0
0.00	0.05	0.06	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.01	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.01	0.01	0.03	128	0
0.01	0.01	0.03	128	0
0.01	0.01	0.03	128	0
0.01	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.01	0.03	0.05	128	0
0.01	0.02	0.03	128	0
0.01	0.01	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.01	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.01	0.01	0.03	128	0
0.01	0.01	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.01	0.01	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.01	0.01	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.01	0.04	0.05	128	0
0.00	0.02	0.03	128	0
0.01	0.04	0.05	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.01	0.01	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.01	0.01	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.00	0.02	0.03	128	0
0.01	0.05	0.07	256	0
0.02	0.03	0.06	256	0
0.02	0.06	0.08	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.02	0.03	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.02	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.02	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.02	0.03	0.06	256	0
0.01	0.05	0.06	256	0
0.01	0.04	0.06	256	0
0.02	0.04	0.06	256	0
0.02	0.04	0.06	256	0
0.02	0.04	0.06	256	0
0.02	0.04	0.06	256	0
0.02	0.04	0.06	256	0
0.02	0.04	0.06	256	0
0.01	0.05	0.06	256	0
0.01	0.07	0.09	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.02	0.03	0.06	256	0
0.01	0.04	0.06	256	0
0.02	0.03	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.07	0.08	256	0
0.02	0.03	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.02	0.03	0.06	256	0
0.01	0.04	0.06	256	0
0.02	0.06	0.09	256	0
0.02	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.02	0.04	0.06	256	0
0.01	0.07	0.09	256	0
0.02	0.06	0.09	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.06	0.08	256	0
0.01	0.05	0.07	256	0
0.01	0.04	0.06	256	0
0.02	0.03	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.06	0.08	256	0
0.01	0.04	0.06	256	0
0.02	0.04	0.06	256	0
0.01	0.06	0.08	256	0
0.01	0.04	0.06	256	0
0.01	0.07	0.08	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.07	0.08	256	0
0.02	0.04	0.06	256	0
0.01	0.07	0.08	256	0
0.01	0.04	0.06	256	0
0.01	0.05	0.06	256	0
0.01	0.08	0.09	256	0
0.02	0.04	0.06	256	0
0.01	0.04	0.06	256	0
0.01	0.07	0.09	256	0
0.01	0.04	0.06	256	0
0.01	0.07	0.09	256	0
0.01	0.04	0.06	256	0
0.01	0.06	0.08	256	0
0.01	0.04	0.06	256	0
0.03	0.11	0.15	512	0
0.03	0.09	0.13	512	0
0.03	0.11	0.15	512	0
0.03	0.09	0.12	512	0
0.03	0.10	0.14	512	0
0.03	0.11	0.14	512	0
0.03	0.10	0.14	512	0
0.03	0.10	0.14	512	0
0.03	0.10	0.14	512	0
0.03	0.11	0.15	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.13	512	0
0.03	0.09	0.13	512	0
0.03	0.09	0.13	512	0
0.03	0.08	0.12	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.13	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.12	512	0
0.03	0.10	0.13	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.12	512	0
0.03	0.08	0.12	512	0
0.03	0.08	0.12	512	0
0.03	0.08	0.12	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.12	512	0
0.03	0.09	0.13	512	0
0.03	0.09	0.13	512	0
0.03	0.09	0.12	512	0
0.03	0.11	0.15	512	0
